ti_id	ti_d	ti_my	ti_y	ti_f	a1_	a1_name	a1_country	a1_knowngroup	a1_ethnic	a1_religion1	a1_religion2	a1_type1	a1_type2	a1_type3	a2_	a2_name	a2_country	a2_knowngroup	a2_ethnic	a2_religion1	a2_religion2	a2_type1	a2_type2	a2_type3	ac_isrootevent	ac_event	ac_eventbase	ac_eventroot	ac_quadclass	ac_goldsteinscale	ac_nummentions	ac_numsources	ac_numarticles	ac_avgtone	a1_geo_type	a1_geo_fullname	a1_geo_country	a1_geo_adm1	a1_geo_lat	a1_geo_long	a1_geo_featureid	a2_geo_type	a2_geo_fullname	a2_geo_country	a2_geo_adm1	a2_geo_lat	a2_geo_long	a2_geo_featureid	ac_geo_type	ac_geo_fullname	ac_geo_country	ac_geo_adm1	ac_geo_lat	ac_geo_long	ac_geo_featureid	da_dateadded	da_sourceurl
295958463	2004-05-06 00:00:00	200405	2004	2004.3452	CHNMED	CHINESE	CHN					MED			CHN	CHINA	CHN								0	51	51	5	1	3.4	6	1	6	3.14685314685	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20140504	http://www.nation.co.ke/news/Uhuru-Li-visit-to-boost-growth/-/1056/2303844/-/110q1edz/-/index.html
295958704	2013-05-04 00:00:00	201305	2013	2013.3397	CHN	XINJIANG	CHN								CHNGOV	XI JINPING	CHN					GOV			1	43	43	4	1	2.8	40	2	40	1.21227954868	4	Xinjiang, Jiangxi, China	CH	CH03	27.7481	116.274	11065838	4	Xinjiang, Jiangxi, China	CH	CH03	27.7481	116.274	11065838	4	Xinjiang, Jiangxi, China	CH	CH03	27.7481	116.274	11065838	20140504	http://uk.reuters.com/article/2014/05/05/uk-china-xinjiang-idUKKBN0DL02220140505?feedType=RSS&feedName=worldNews&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+Reuters%2FUKWorldNews+%28News+%2F+UK+%2F+World+News%29
295958719	2013-05-04 00:00:00	201305	2013	2013.3397	CHNGOV	XI JINPING	CHN					GOV			CHN	XINJIANG	CHN								1	42	42	4	1	1.9	40	2	40	1.21227954868	4	Xinjiang, Jiangxi, China	CH	CH03	27.7481	116.274	11065838	4	Xinjiang, Jiangxi, China	CH	CH03	27.7481	116.274	11065838	4	Xinjiang, Jiangxi, China	CH	CH03	27.7481	116.274	11065838	20140504	http://uk.reuters.com/article/2014/05/05/uk-china-xinjiang-idUKKBN0DL02220140505?feedType=RSS&feedName=worldNews&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+Reuters%2FUKWorldNews+%28News+%2F+UK+%2F+World+News%29
295961278	2014-05-03 00:00:00	201405	2014	2014.337	CHN	XINJIANG	CHN								CHNUIG	XINJIANG	CHN								0	42	42	4	1	1.9	1	1	1	1.94552529183	1	South Korea	KS	KS	37.0	127.5	KS	1	South Korea	KS	KS	37.0	127.5	KS	1	South Korea	KS	KS	37.0	127.5	KS	20140504	http://english.cntv.cn/2014/05/04/VIDE1399191119355253.shtml
295961279	2014-05-03 00:00:00	201405	2014	2014.337	CHN	XINJIANG	CHN								CHNUIG	XINJIANG	CHN								0	80	80	8	2	5.0	1	1	1	1.94552529183	1	South Korea	KS	KS	37.0	127.5	KS	1	South Korea	KS	KS	37.0	127.5	KS	1	South Korea	KS	KS	37.0	127.5	KS	20140504	http://english.cntv.cn/2014/05/04/VIDE1399191119355253.shtml
295961287	2014-05-03 00:00:00	201405	2014	2014.337	CHNUIG	XINJIANG	CHN								CHN	XINJIANG	CHN								0	43	43	4	1	2.8	1	1	1	1.94552529183	1	South Korea	KS	KS	37.0	127.5	KS	1	South Korea	KS	KS	37.0	127.5	KS	1	South Korea	KS	KS	37.0	127.5	KS	20140504	http://english.cntv.cn/2014/05/04/VIDE1399191119355253.shtml
295961288	2014-05-03 00:00:00	201405	2014	2014.337	CHNUIG	XINJIANG	CHN								CHN	XINJIANG	CHN								0	80	80	8	2	5.0	1	1	1	1.94552529183	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	1	South Korea	KS	KS	37.0	127.5	KS	20140504	http://english.cntv.cn/2014/05/04/VIDE1399191119355253.shtml
295977181	2014-05-04 00:00:00	201405	2014	2014.3397	CHN	CHINA	CHN								CHNBUS	CHINA	CHN					BUS			1	46	46	4	1	7.0	8	1	8	1.5625	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	20140504	http://www.scmp.com/news/china/article/1504539/legal-fate-zhou-yongkang-vexes-leadership
295977182	2014-05-04 00:00:00	201405	2014	2014.3397	CHN	CHINA	CHN								CHNBUS	CHINA	CHN					BUS			1	46	46	4	1	7.0	2	1	2	1.5625	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	1	Hong Kong	HK	HK	22.25	114.167	HK	20140504	http://www.scmp.com/news/china/article/1504539/legal-fate-zhou-yongkang-vexes-leadership
295977183	2014-05-04 00:00:00	201405	2014	2014.3397	CHN	CHINESE	CHN								CHNBUS	CHINESE	CHN					BUS			1	114	114	11	3	-2.0	12	1	12	2.29098724244	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	20140504	http://www.stuff.co.nz/national/politics/10007952/Pressure-on-Collins-following-outburst
295977184	2014-05-04 00:00:00	201405	2014	2014.3397	CHN	CHINA	CHN								CHNCVL	CHINA	CHN					CVL			1	26	26	2	1	4.0	10	1	10	1.75	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	20140504	http://www.scmp.com/business/china-business/article/1504563/travel-trade-calls-shake-meet-mainland-china-tourist-boom
295977185	2014-05-04 00:00:00	201405	2014	2014.3397	CHN	CHINA	CHN								CHNCVL	CHINA	CHN					CVL			1	42	42	4	1	1.9	10	1	10	1.75	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	20140504	http://www.scmp.com/business/china-business/article/1504563/travel-trade-calls-shake-meet-mainland-china-tourist-boom
295977186	2014-05-04 00:00:00	201405	2014	2014.3397	CHN	CHINA	CHN								CHNCVL	CHINA	CHN					CVL			1	43	43	4	1	2.8	10	1	10	2.41379310345	4	Xinjiang, Jiangxi, China	CH	CH03	27.7481	116.274	11065838	4	Xinjiang, Jiangxi, China	CH	CH03	27.7481	116.274	11065838	4	Xinjiang, Jiangxi, China	CH	CH03	27.7481	116.274	11065838	20140504	http://www.ecns.cn/2014/05-04/112182.shtml
295977187	2014-05-04 00:00:00	201405	2014	2014.3397	CHN	CHINA	CHN								CHNCVL	CHINA	CHN					CVL			1	46	46	4	1	7.0	8	1	8	1.5625	4	Tumen, Henan, China	CH	CH09	33.4898	112.539	10522780	4	Tumen, Henan, China	CH	CH09	33.4898	112.539	10522780	4	Tumen, Henan, China	CH	CH09	33.4898	112.539	10522780	20140504	http://www.wantchinatimes.com/news-subclass-cnt.aspx?id=20140504000054&cid=1103&c=bf5vrdkn5o7D_E_zwXxR0a4YCIaVFF_hkquhlaw3T3M&mkt=en-us
295977188	2014-05-04 00:00:00	201405	2014	2014.3397	CHN	CHINA	CHN								CHNEDU	CHINA	CHN					EDU			1	43	43	4	1	2.8	24	5	24	6.1093907894	4	Peking, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Peking, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Peking, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20140504	http://www.womenofchina.cn/html/womenofchina/report/172687-1.htm
295977189	2014-05-04 00:00:00	201405	2014	2014.3397	CHN	CHINESE	CHN								CHNEDU	CHINA	CHN					EDU			0	193	193	19	4	-10.0	2	1	2	2.30414746544	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20140504	http://patriotpost.us/opinion/25417
295977190	2014-05-04 00:00:00	201405	2014	2014.3397	CHN	CHINESE	CHN								CHNELI	CHINA	CHN					ELI			1	43	43	4	1	2.8	2	1	2	8.78661087866	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	1	Macau	MC	MC	22.1667	113.55	MC	20140504	http://www.meniscuszine.com/articles/2014050429694/on-the-red-carpet-carina-lau-2014-asian-film-awards/
295977191	2014-05-04 00:00:00	201405	2014	2014.3397	CHN	CHINESE	CHN								CHNELI	CHINA	CHN					ELI			1	43	43	4	1	2.8	1	1	1	8.78661087866	1	Macau	MC	MC	22.1667	113.55	MC	1	China	CH	CH	35.0	105.0	CH	1	Macau	MC	MC	22.1667	113.55	MC	20140504	http://www.meniscuszine.com/articles/2014050429694/on-the-red-carpet-carina-lau-2014-asian-film-awards/
295977192	2014-05-04 00:00:00	201405	2014	2014.3397	CHN	CHINA	CHN								CHNGOV	BEIJING	CHN					GOV			1	10	10	1	1	0.0	11	2	11	2.74526232781	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20140504	http://patriotpost.us/opinion/25417
295977193	2014-05-04 00:00:00	201405	2014	2014.3397	CHN	CHINA	CHN								CHNGOV	CHINA	CHN					GOV			0	10	10	1	1	0.0	2	1	2	2.30414746544	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Taipei, T'ai-pei, Taiwan	TW	TW03	25.0478	121.532	-2637882	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20140504	http://patriotpost.us/opinion/25417
295977194	2014-05-04 00:00:00	201405	2014	2014.3397	CHN	BEIJING	CHN								CHNGOV	LI KEQIANG	CHN					GOV			1	13	13	1	1	0.4	2	1	2	3.981264637	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20140504	Xinhua news agency, Beijing/BBC Monitoring/(c) BBC
295977195	2014-05-04 00:00:00	201405	2014	2014.3397	CHN	BEIJING	CHN								CHNGOV	XI JINPING	CHN					GOV			1	20	20	2	1	3.0	32	5	32	5.96856809198	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20140504	http://english.pku.edu.cn/News_Events/News/Media/11304.htm
295977196	2014-05-04 00:00:00	201405	2014	2014.3397	CHN	CHINESE	CHN								CHNGOV	XI JINPING	CHN					GOV			0	36	36	3	1	4.0	8	1	8	2.37410071942	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20140504	http://www.thepeoplesvoice.org/TPV3/Voices.php/2014/05/04/kiev-losing-control
295977197	2014-05-04 00:00:00	201405	2014	2014.3397	CHN	CHINA	CHN								CHNGOV	CHINESE	CHN					GOV			1	36	36	3	1	4.0	16	1	16	1.93548387097	4	Petaling, Malaysia (general), Malaysia	MY	MY00	3.08333	101.667	-2403014	4	Petaling, Malaysia (general), Malaysia	MY	MY00	3.08333	101.667	-2403014	4	Petaling, Malaysia (general), Malaysia	MY	MY00	3.08333	101.667	-2403014	20140504	http://www.malaysia-chronicle.com/index.php?option=com_k2&view=item&id=275682:cabinet-reshuffle-this-week?&Itemid=2/RK=0
295977198	2014-05-04 00:00:00	201405	2014	2014.3397	CHN	CHINA	CHN								CHNGOV	CHINESE	CHN					GOV			1	36	36	3	1	4.0	16	1	16	2.39839736467	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	20140504	http://www.thesundaily.my/news/1035933
295977199	2014-05-04 00:00:00	201405	2014	2014.3397	CHN	CHINESE	CHN								CHNGOV	CHINA	CHN					GOV			0	40	40	4	1	1.0	1	1	1	2.62529832936	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20140504	http://www.japantimes.co.jp/news/2014/05/04/national/japanese-delegation-set-to-meet-chinese-high-official-zhang/
295977200	2014-05-04 00:00:00	201405	2014	2014.3397	CHN	CHINA	CHN								CHNGOV	CHINA	CHN					GOV			0	40	40	4	1	1.0	1	1	1	2.62529832936	4	Wang Yang, Anhui, China	CH	CH01	31.0781	118.037	10555137	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20140504	http://www.japantimes.co.jp/news/2014/05/04/national/japanese-delegation-set-to-meet-chinese-high-official-zhang/
295977201	2014-05-04 00:00:00	201405	2014	2014.3397	CHN	CHINESE	CHN								CHNGOV	BEIJING	CHN					GOV			0	40	40	4	1	1.0	2	1	2	2.62529832936	4	Wang Yang, Anhui, China	CH	CH01	31.0781	118.037	10555137	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Wang Yang, Anhui, China	CH	CH01	31.0781	118.037	10555137	20140504	http://www.japantimes.co.jp/news/2014/05/04/national/japanese-delegation-set-to-meet-chinese-high-official-zhang/
295977202	2014-05-04 00:00:00	201405	2014	2014.3397	CHN	CHINA	CHN								CHNGOV	CHINA	CHN					GOV			1	42	42	4	1	1.9	2	2	2	2.39349065569	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	1	United States	US	US	38.0	-97.0	US	20140504	http://jamaica-gleaner.com/gleaner/20140504/business/business6.html
295977203	2014-05-04 00:00:00	201405	2014	2014.3397	CHN	CHINESE	CHN								CHNGOV	CHINA	CHN					GOV			1	42	42	4	1	1.9	1	1	1	3.26797385621	4	Nairobi, Nairobi Area, Kenya	KE	KE05	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	-1.28333	36.8167	-2258072	20140504	http://www.spyghana.com/li-keqlang-to-visit-nigeria/
295977204	2014-05-04 00:00:00	201405	2014	2014.3397	CHN	CHINESE	CHN								CHNGOV	CHINA	CHN					GOV			1	42	42	4	1	1.9	7	3	7	3.43667270438	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	4	Nairobi, Nairobi Area, Kenya	KE	KE05	-1.28333	36.8167	-2258072	20140504	http://leadership.ng/news/369437/chinese-premier-visit-nigeria-kenya-2-countries
295977205	2014-05-04 00:00:00	201405	2014	2014.3397	CHN	CHINESE	CHN								CHNGOV	CHINA	CHN					GOV			0	42	42	4	1	1.9	1	1	1	2.23463687151	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	20140504	http://www.standardmedia.co.ke/?articleID=2000110870&story_title=Kenya-uhuru-igad-firmly-in-control-of-south-sudan-talks
295977206	2014-05-04 00:00:00	201405	2014	2014.3397	CHN	CHINESE	CHN								CHNGOV	CHINA	CHN					GOV			0	42	42	4	1	1.9	1	1	1	2.23463687151	1	China	CH	CH	35.0	105.0	CH	1	Kenya	KE	KE	1.0	38.0	KE	1	China	CH	CH	35.0	105.0	CH	20140504	http://www.standardmedia.co.ke/?articleID=2000110870&story_title=Kenya-uhuru-igad-firmly-in-control-of-south-sudan-talks
295977207	2014-05-04 00:00:00	201405	2014	2014.3397	CHN	BEIJING	CHN								CHNGOV	CHINESE	CHN					GOV			1	43	43	4	1	2.8	12	2	12	3.09771384593	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20140504	http://newsinfo.inquirer.net/599495/china-admits-growing-pains-in-africa-relations
295977208	2014-05-04 00:00:00	201405	2014	2014.3397	CHN	CHINESE	CHN								CHNGOV	CHINA	CHN					GOV			0	43	43	4	1	2.8	1	1	1	2.23463687151	1	China	CH	CH	35.0	105.0	CH	4	Juba, Wilayat Bahr al Jabal, South Sudan	OD	OD01	4.84597	31.6012	-7975	1	Kenya	KE	KE	1.0	38.0	KE	20140504	http://www.standardmedia.co.ke/?articleID=2000110870&story_title=Kenya-uhuru-igad-firmly-in-control-of-south-sudan-talks
295977209	2014-05-04 00:00:00	201405	2014	2014.3397	CHN	CHINA	CHN								CHNGOV	CHINESE	CHN					GOV			1	43	43	4	1	2.8	12	2	12	2.92767290161	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	20140504	http://english.cntv.cn/2014/05/05/VIDE1399243922496401.shtml
295977210	2014-05-04 00:00:00	201405	2014	2014.3397	CHN	CHINESE	CHN								CHNGOV	CHINA	CHN					GOV			0	43	43	4	1	2.8	1	1	1	2.23463687151	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	1	Kenya	KE	KE	1.0	38.0	KE	20140504	http://www.standardmedia.co.ke/?articleID=2000110870&story_title=Kenya-uhuru-igad-firmly-in-control-of-south-sudan-talks
295977211	2014-05-04 00:00:00	201405	2014	2014.3397	CHN	BEIJING	CHN								CHNGOV	CHINA	CHN					GOV			0	46	46	4	1	7.0	2	1	2	2.62529832936	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20140504	http://www.japantimes.co.jp/news/2014/05/04/national/japanese-delegation-set-to-meet-chinese-high-official-zhang/
295977212	2014-05-04 00:00:00	201405	2014	2014.3397	CHN	CHINESE	CHN								CHNGOV	BEIJING	CHN					GOV			0	46	46	4	1	7.0	3	1	3	2.62529832936	4	Wang Yang, Anhui, China	CH	CH01	31.0781	118.037	10555137	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20140504	http://www.japantimes.co.jp/news/2014/05/04/national/japanese-delegation-set-to-meet-chinese-high-official-zhang/
295977213	2014-05-04 00:00:00	201405	2014	2014.3397	CHN	CHINESE	CHN								CHNGOV	LI KEQIANG	CHN					GOV			1	46	46	4	1	7.0	2	1	2	1.5503875969	1	China	CH	CH	35.0	105.0	CH	4	Addis Ababa, (ET10), Ethiopia	ET	ET10	9.03333	38.7	-603097	4	Addis Ababa, (ET10), Ethiopia	ET	ET10	9.03333	38.7	-603097	20140504	http://english.cntv.cn/2014/05/05/VIDE1399243800481311.shtml
295977214	2014-05-04 00:00:00	201405	2014	2014.3397	CHN	CHINESE	CHN								CHNGOV	CHINA	CHN					GOV			1	51	51	5	1	3.4	2	1	2	6.66666666667	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	20140504	http://www.theepochtimes.com/n3/657668-falun-dafa-day-in-canada-harper-mps-send-greetings/?sidebar=todaysheadline&c=zsqNzTAj2KoCV8Umpp3cOgS4DMzS2rXjKCBKgIA5Hqs&mkt=en-us
295977215	2014-05-04 00:00:00	201405	2014	2014.3397	CHN	CHINA	CHN								CHNGOV	CHINA	CHN					GOV			1	51	51	5	1	3.4	16	6	16	5.18851066332	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	20140504	http://www.hopestar.com/article/20140504/NEWS/305049992/-1/news/RK=0
295977216	2014-05-04 00:00:00	201405	2014	2014.3397	CHN	CHINESE	CHN								CHNGOV	CHINESE	CHN					GOV			0	57	57	5	1	8.0	8	1	8	1.56028368794	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20140504	http://oilprice.com/Energy/Energy-General/Iran-Tears-Up-Azadegan-Contact-With-China.html
295977217	2014-05-04 00:00:00	201405	2014	2014.3397	CHN	CHINA	CHN								CHNGOV	LI KEQIANG	CHN					GOV			1	84	84	8	2	7.0	20	1	20	1.28205128205	4	Peking, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Peking, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Peking, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20140504	http://english.cri.cn/6909/2014/05/04/191s824867.htm
295977218	2014-05-04 00:00:00	201405	2014	2014.3397	CHN	SHANGHAI	CHN								CHNGOV	CHINESE	CHN					GOV			1	84	84	8	2	7.0	6	1	6	1.953125	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	Khartoum, Al Khartum, Sudan	SU	SU29	15.5881	32.5342	-1987	20140504	http://www.reuters.com/article/2014/05/04/us-china-sudan-idUSBREA4300C20140504?feedType=RSS&feedName=worldNews
295977219	2014-05-04 00:00:00	201405	2014	2014.3397	CHN	CHINESE	CHN								CHNGOV	CHINA	CHN					GOV			0	120	120	12	3	-4.0	2	1	2	3.07101727447	4	Zhongyun, Fujian, China	CH	CH07	24.9931	117.988	9164090	4	Zhongyun, Fujian, China	CH	CH07	24.9931	117.988	9164090	4	Zhongyun, Fujian, China	CH	CH07	24.9931	117.988	9164090	20140504	http://www.theguardian.com/world/2014/may/05/mao-cultural-revolution-china-red-guard
295977220	2014-05-04 00:00:00	201405	2014	2014.3397	CHN	CHINESE	CHN								CHNGOV	CHINA	CHN					GOV			1	172	172	17	4	-5.0	2	1	2	3.7037037037	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20140504	http://www.startribune.com/world/257886071.html
295977221	2014-05-04 00:00:00	201405	2014	2014.3397	CHN	CHINESE	CHN								CHNGOV	CHINA	CHN					GOV			0	181	181	18	4	-9.0	4	2	4	2.37192061163	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	20140504	http://www.hopestar.com/article/20140504/NEWS/305049992/-1/news/RK=0
295977222	2014-05-04 00:00:00	201405	2014	2014.3397	CHN	CHINESE	CHN								CHNLEG	CHINA	CHN					LEG			1	10	10	1	1	0.0	2	1	2	2.62529832936	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Yasukuni, Hokkaido, Japan	JA	JA12	43.9894	143.537	-248436	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20140504	http://www.japantimes.co.jp/news/2014/05/04/national/japanese-delegation-set-to-meet-chinese-high-official-zhang/
295977223	2014-05-04 00:00:00	201405	2014	2014.3397	CHN	CHINESE	CHN								CHNLEG	CHINA	CHN					LEG			1	26	26	2	1	4.0	2	1	2	2.62529832936	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Yasukuni, Hokkaido, Japan	JA	JA12	43.9894	143.537	-248436	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20140504	http://www.japantimes.co.jp/news/2014/05/04/national/japanese-delegation-set-to-meet-chinese-high-official-zhang/
295977224	2014-05-04 00:00:00	201405	2014	2014.3397	CHN	CHINESE	CHN								CHNLEG	CHINA	CHN					LEG			1	46	46	4	1	7.0	2	1	2	2.62529832936	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Yasukuni, Hokkaido, Japan	JA	JA12	43.9894	143.537	-248436	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20140504	http://www.japantimes.co.jp/news/2014/05/04/national/japanese-delegation-set-to-meet-chinese-high-official-zhang/
295977225	2014-05-04 00:00:00	201405	2014	2014.3397	CHN	CHINESE	CHN								CHNRAD	CHINA	CHN					RAD			0	112	112	11	3	-2.0	2	1	2	0.375939849624	4	Xinjiang, Jiangxi, China	CH	CH03	27.7481	116.274	11065838	4	Xinjiang, Jiangxi, China	CH	CH03	27.7481	116.274	11065838	4	Xinjiang, Jiangxi, China	CH	CH03	27.7481	116.274	11065838	20140504	http://ajw.asahi.com/article/asia/china/AJ201405040022
295977537	2014-05-04 00:00:00	201405	2014	2014.3397	CHN	SHANGHAI	CHN								MNCCHN	BANK OF CHINA	CHN					MNC			1	40	40	4	1	1.0	4	2	4	1.26464334297	4	Pilbara, Western Australia, Australia	AS	AS08	-21.25	118.3	-1594999	4	Pilbara, Western Australia, Australia	AS	AS08	-21.25	118.3	-1594999	4	Pilbara, Western Australia, Australia	AS	AS08	-21.25	118.3	-1594999	20140504	https://www.bloomberg.com/news/2014-05-04/baosteel-aurizon-bid-to-buy-aquila-in-a-1-4-billion-deal.html
295977762	2014-05-04 00:00:00	201405	2014	2014.3397	CHNBUS	CHINA	CHN					BUS			CHN	CHINA	CHN								1	46	46	4	1	7.0	10	1	10	1.5625	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	20140504	http://www.scmp.com/news/china/article/1504539/legal-fate-zhou-yongkang-vexes-leadership
295977772	2014-05-04 00:00:00	201405	2014	2014.3397	CHNCVL	CHINA	CHN					CVL			CHN	CHINA	CHN								1	42	42	4	1	1.9	10	1	10	2.41379310345	4	Xinjiang, Jiangxi, China	CH	CH03	27.7481	116.274	11065838	4	Xinjiang, Jiangxi, China	CH	CH03	27.7481	116.274	11065838	4	Xinjiang, Jiangxi, China	CH	CH03	27.7481	116.274	11065838	20140504	http://www.ecns.cn/2014/05-04/112182.shtml
295977773	2014-05-04 00:00:00	201405	2014	2014.3397	CHNCVL	CHINA	CHN					CVL			CHN	CHINA	CHN								1	43	43	4	1	2.8	10	1	10	1.75	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	20140504	http://www.scmp.com/business/china-business/article/1504563/travel-trade-calls-shake-meet-mainland-china-tourist-boom
295977774	2014-05-04 00:00:00	201405	2014	2014.3397	CHNCVL	CHINA	CHN					CVL			CHN	CHINA	CHN								1	46	46	4	1	7.0	8	1	8	1.5625	4	Tumen, Henan, China	CH	CH09	33.4898	112.539	10522780	4	Tumen, Henan, China	CH	CH09	33.4898	112.539	10522780	4	Tumen, Henan, China	CH	CH09	33.4898	112.539	10522780	20140504	http://www.wantchinatimes.com/news-subclass-cnt.aspx?id=20140504000054&cid=1103&c=bf5vrdkn5o7D_E_zwXxR0a4YCIaVFF_hkquhlaw3T3M&mkt=en-us
